id,date,sentence,growth_sentiment_1,employment_sentimen_1,inflation_sentiment_1,Sandro,Ziwei
11980,2006/1/3,Members concurred that the statement should note that the expansion remained solid despite elevated energy prices and hurricane-related disruptions.,positive,neutral,negative,,positive
11981,2006/2/21,M2 expanded at a somewhat faster pace in the fourth quarter than had been predicted from historical relationships with income and opportunity costs.,neutral,neutral,negative,,positive
11982,2006/4/18,"To date, unit labor costs were not placing pressure on inflation, and high profit margins left firms a considerable buffer to absorb cost increases.",neutral,neutral,positive,,positive
11983,2006/5/31,"While manufacturing growth for the first quarter as a whole slowed from the rapid pace of the fourth quarter, it exceeded that of the previous year.",positive,neutral,neutral,,positive
11984,2006/5/31,"Domestic nonfinancial sector debt was estimated to have grown at a robust pace in the first quarter, down only slightly from the brisk pace of 2005.",neutral,neutral,neutral,,positive
11985,2006/5/31,"And, even if nominal wages should accelerate somewhat, relatively wide profit margins could buffer the effect on prices of final goods and services.",neutral,neutral,positive,,neutral
11986,2006/7/20,The pass-through of the substantial rise in energy prices could account for a considerable part of the step-up in core inflation in recent quarters.,neutral,neutral,negative,,neutral
11987,2007/10/9,Growth of nonfinancial domestic debt was estimated to have slowed a little in the third quarter from the average pace in the first half of the year.,negative,neutral,neutral,,negative
11988,2008/1/2,"TIPS yields fell less than their nominal counterparts, implying modest declines in inflation compensation both at the five-year and longer horizons.",neutral,neutral,neutral,,negative
11989,2008/2/20,"In this context, the Committee judged that some inflation risk remained and said that it would continue to monitor inflation developments carefully.",neutral,neutral,negative,,neutral
11990,2008/4/8,"Real outlays for nondurable and durable consumer goods, including automobiles, were estimated to have declined, on average, in January and February.",negative,neutral,neutral,,negative
11991,2008/4/8,"Most other categories of imports dropped in December and January on net, with especially large declines in imports of automotive and consumer goods.",negative,neutral,neutral,,negative
11992,2008/4/8,"In discussing the external sector of the economy, some participants indicated that net exports remained a notable source of support for the economy.",positive,neutral,neutral,,positive
11993,2008/7/16,"Manufacturing output also fell in April and was unchanged in May; over the two months, factory production slowed across a broad range of industries.",negative,neutral,neutral,,negative
11994,2008/7/16,"Over the intermeeting period, spreads of rates on conforming residential mortgages over comparable-maturity Treasury securities remained about flat.",neutral,neutral,neutral,,neutral
11995,2008/10/7,"Tight conditions in mortgage markets over the summer continued to restrain housing demand, especially for borrowers seeking nonconforming mortgages.",negative,neutral,neutral,,negative
11996,2008/11/19,"Measures of consumer sentiment dropped in October to near or below their low levels of midyear, with the Conference Board measure exceptionally low.",negative,neutral,neutral,,negative
11997,2009/1/6,"The unemployment rate climbed to 6.7 percent in November, while the labor force participation rate fell after remaining steady for much of the year.",neutral,negative,neutral,,positive
11998,2009/1/6,"Sales of existing single-family homes changed little, although a drop in pending home sales in October pointed to further declines in the near term.",negative,neutral,neutral,,negative
11999,2009/2/18,"In other cases, the Federal Reserve eventually may have to take a more active role in scaling back programs by adjusting their terms and conditions.",neutral,neutral,neutral,,neutral
12000,2009/4/8,"Expenditures were being cut substantially for a wide range of capital equipment, and spending on nonresidential structures had recently turned down.",negative,neutral,neutral,,negative
12001,2009/5/20,"As of April 22, the System's total assets and liabilities were close to $2.2 trillion, about $130 billion higher than just before the March meeting.",positive,neutral,neutral,,positive
12002,2009/7/15,Rates for conforming 30-year fixed-rate mortgages rose on net between late April and late June but remained below the levels seen over most of 2008.,neutral,neutral,positive,,negative
12003,2009/7/15,"Purchasing managers indexes rebounded from the exceptionally low levels reached in the first quarter, and industrial production stabilized somewhat.",positive,neutral,neutral,,positive
12004,2009/7/15,The expected path of the federal funds rate implied by futures prices was largely unchanged by the release of the Committee's statement and minutes.,neutral,neutral,neutral,,neutral
12005,2009/7/15,"Over the intermeeting period, functioning in the market for Treasury securities generally improved and trading picked up, but some strains remained.",positive,neutral,neutral,,neutral
12006,2009/7/15,Participants noted the considerable uncertainty surrounding estimates of the output and unemployment gaps and the extent of their effects on prices.,negative,negative,negative,,negative
12007,2009/9/2,"The on-the-run liquidity premium for the 10-year Treasury note was little changed at elevated levels, although it was well below its peak last fall.",neutral,neutral,neutral,,neutral
12008,2010/1/6,The staff interpreted the increases in prices of energy and nonmarket services that recently boosted consumer price inflation as largely transitory.,neutral,neutral,negative,,neutral
12009,2010/2/17,Spreads on A2/P2-rated commercial paper (CP) and AA-rated asset-backed CP held steady at the low end of the range that has prevailed since mid-2007.,neutral,neutral,neutral,,neutral
12010,2010/5/19,"The drop in commercial real estate loans persisted, reflecting weak fundamentals that limited originations as well as charge-offs of existing loans.",negative,neutral,neutral,,negative
12011,2010/8/31,"The central banks of a number of EMEs, including Brazil, Chile, India, Malaysia, South Korea, Taiwan, and Thailand, increased policy interest rates.",neutral,neutral,negative,,neutral
12012,2010/10/12,Conditions in short-term funding markets continued to improve following the recent stresses related to concerns about financial stability in Europe.,negative,neutral,neutral,,positive
12013,2010/10/12,The softer tone of incoming economic data suggested that the underlying level of demand was weaker than projected at the time of the August meeting.,negative,neutral,neutral,,negative
12014,2011/1/4,"Although inventory-sales ratios rose during the third quarter, survey data implied that few businesses perceived inventory stocks as being too high.",positive,neutral,neutral,,negative
12015,2011/1/4,"The spread between mortgage rates and MBS yields dropped back, reversing the widening of the spread that occurred over the preceding several months.",negative,neutral,neutral,,negative
12016,2011/1/4,"Although consumer credit contracted in the third quarter, the decline was the smallest since late 2008, and consumer credit edged higher in October.",neutral,neutral,neutral,,positive
12017,2011/2/16,Participants noted that many of the factors that contributed to the recent apparent rise in structural unemployment were likely to recede over time.,neutral,negative,neutral,,negative
12018,2011/2/16,"The unemployment rate decreased to 9.4 percent in December, but this decline in part reflected a further drop in the labor force participation rate.",neutral,positive,neutral,,negative
12019,2011/2/16,"In December and early January, survey measures of households' long-term inflation expectations stayed in the range that has prevailed for some time.",neutral,neutral,neutral,,neutral
12020,2011/2/16,Participants' judgment that the economic recovery was on a firmer footing was supported by the strength in household spending in the fourth quarter.,positive,neutral,neutral,,positive
12021,2011/4/5,"On net, expectations for the federal funds rate, along with yields on nominal Treasury securities, were little changed over the intermeeting period.",neutral,neutral,neutral,,neutral
12022,2011/5/18,Most participants saw changes in the target for the federal funds rate as the preferred active tool for tightening monetary policy when appropriate.,negative,neutral,negative,,neutral
12023,2011/5/18,"Gross public equity issuance by nonfinancial firms was robust in March, and indicators of the credit quality of nonfinancial firms improved further.",positive,neutral,neutral,,positive
12024,2011/7/12,"Delinquency rates for consumer debt edged down further in recent months, with delinquency rates on some categories moving back to pre-crisis levels.",positive,neutral,neutral,,negative
12025,2011/7/12,"The run-up in energy prices, as well as an increase in prices of other commodities and imported goods, had boosted both headline and core inflation.",neutral,neutral,negative,,positive
12026,2011/8/30,A few participants noted that a reduction in the interest rate paid on excess reserve balances could also be helpful in easing financial conditions.,neutral,neutral,neutral,,positive
12027,2011/10/12,A number of participants judged that a reduction would result in at least marginally lower money market rates and could help stimulate bank lending.,positive,neutral,neutral,,positive
12028,2011/10/12,"Monthly U.S. consumer price inflation picked up in July and August after slowing in May and June, but remained a bit lower than earlier in the year.",neutral,neutral,negative,,negative
12029,2012/1/3,Meeting participants observed that financial markets remained volatile over the intermeeting period in large part because of developments in Europe.,neutral,neutral,neutral,,negative
12030,2012/2/15,"Reports from business contacts indicated that activity in the manufacturing, energy, and agricultural sectors continued to advance in recent months.",positive,neutral,neutral,,positive
12031,2012/2/15,Another participant cited reports from business contacts indicating that credit standards in mortgage lending were becoming somewhat less stringent.,negative,neutral,negative,,negative
12032,2012/4/3,Initial claims for unemployment insurance trended lower over the intermeeting period and were at a level consistent with further moderate job gains.,neutral,positive,neutral,,negative
12033,2012/4/3,"Moreover, households' net worth grew in the fourth quarter of last year and likely was boosted further by gains in equity values thus far this year.",positive,neutral,neutral,,positive
12034,2012/5/16,Staff Review of the Economic SituationThe information reviewed at the April 24-25 meeting suggested that economic activity was expanding moderately.,positive,neutral,neutral,,positive
12035,2012/7/11,"Business fixed investment had continued to advance, and household spending appeared to be rising at a somewhat slower pace than earlier in the year.",neutral,neutral,neutral,,negative
12036,2012/10/4,"On balance, the nominal Treasury yield curve steepened over the intermeeting period, with yields on longer-dated Treasury securities rising notably.",neutral,neutral,negative,,positive
12037,2012/10/4,Option-implied volatility on the S&P 500 index fell in early August to levels not seen since the middle of 2007; it subsequently partially retraced.,negative,neutral,neutral,,negative
12038,2012/10/4,"For the duration of this program, the Committee directs the Desk to suspend its policy of rolling over maturing Treasury securities into new issues.",neutral,neutral,neutral,,neutral
12039,2012/11/14,"For the duration of this program, the Committee directs the Desk to suspend its policy of rolling over maturing Treasury securities into new issues.",neutral,neutral,neutral,,neutral
12040,2013/11/20,"Measures of firms' hiring plans improved, the rate of job openings increased slightly, and the rate of long-duration unemployment declined a little.",neutral,positive,neutral,,positive
12041,2013/11/20,"In addition, financial markets were affected for a time by uncertainties about raising the federal debt limit and resolving the government shutdown.",negative,neutral,neutral,,negative
12042,2013/11/20,Financial quotes suggested that markets moved out the date at which they expected to see the Committee first increase the federal funds rate target.,neutral,neutral,neutral,,neutral
12043,2014/8/20,The staff detailed a possible approach for implementing and communicating monetary policy once the Committee begins to tighten the stance of policy.,neutral,neutral,negative,,neutral
12044,2014/8/20,The staff continued to project that real GDP would expand at a faster pace in the second half of this year and over the next two years than in 2013.,positive,neutral,neutral,,positive
12045,2014/10/8,"As a consequence, they updated the language in the statement to indicate that inflation had been running below the Committee's longer-run objective.",neutral,neutral,negative,,neutral
12046,2014/11/19,"Nominal business spending for new nonresidential construction decreased in August, and vacancy rates for nonresidential buildings remained elevated.",negative,neutral,neutral,,negative
12047,2015/1/7,"Market-based measures of inflation compensation declined further, while survey-based measures of longer-term inflation expectations remained stable.",neutral,neutral,positive,,negative
12048,2015/2/18,"Nonetheless, many participants agreed that the use of term RRP operations during the period of policy tightening could be useful in some situations.",neutral,neutral,neutral,,neutral
12049,2015/2/18,"Consumer price inflation moved further below the FOMC's longer-run objective of 2 percent, held down by continuing large decreases in energy prices.",neutral,neutral,negative,,negative
12050,2015/2/18,The fall had occurred despite the strengthening U.S. economic outlook and market expectations that policy normalization could begin later this year.,positive,neutral,negative,,negative
12051,2015/5/20,"The deputy manager followed with a review of System open market operations conducted during the period since the Committee met on March 17-18, 2015.",neutral,neutral,neutral,,neutral
12052,2015/5/20,"Market-based measures of inflation compensation remained low, while survey-based measures of longer-term inflation expectations had remained stable.",neutral,neutral,positive,,negative
12053,2015/5/20,Many participants noted that measures of inflation averaged over several months or more continued to run below the Committee's longer-run objective.,neutral,neutral,negative,,negative
12054,2015/5/20,"Market-based measures of inflation compensation remained low, while survey-based measures of longer-term inflation expectations had remained stable.",neutral,neutral,positive,,negative
12055,2015/7/8,The manager also discussed System open market operations conducted by the Open Market Desk during the period since the Committee met on April 28-29.,neutral,neutral,neutral,,neutral
12056,2015/7/8,Growth in real personal consumption expenditures (PCE) appeared to pick up early in the second quarter from its modest pace in the previous quarter.,positive,neutral,neutral,,positive
12057,2015/7/8,Respondents again saw the September 2015 FOMC meeting as the most likely time for the first increase in the target range for the federal funds rate.,neutral,neutral,neutral,,neutral
12058,2015/8/19,Members generally agreed that additional information on the outlook would be necessary before deciding to implement an increase in the target range.,neutral,neutral,neutral,,neutral
12059,2015/10/8,"In manufacturing, the auto industry remained a bright spot, but the appreciation of the dollar was still restraining production of goods for export.",negative,neutral,neutral,,negative
12060,2015/11/18,"Consistent with this downside risk to aggregate demand, the staff viewed the risks to its outlook for the unemployment rate as tilted to the upside.",negative,negative,neutral,,negative
12061,2016/1/6,"Issuance of investment-grade corporate bonds and institutional leveraged loans remained solid, buoyed by demand to finance mergers and acquisitions.",positive,neutral,neutral,,positive
12062,2016/1/6,Gradual adjustments in the federal funds rate would also allow policymakers to assess how the economy was responding to increases in interest rates.,neutral,neutral,neutral,,neutral
12063,2016/2/17,Financing conditions for nonfinancial businesses remained accommodative for firms of higher credit quality but tightened somewhat for riskier firms.,negative,neutral,neutral,,negative
12064,2016/5/18,"Nevertheless, recent readings on key factors that influence consumer spending were consistent with a pickup in real PCE growth in the coming months.",neutral,neutral,neutral,,positive
12065,2016/7/6,Market-based estimates of the probability of a hike in the federal funds rate at the June FOMC meeting were variable during the intermeeting period.,neutral,neutral,negative,,neutral
12066,2016/7/6,"Consistent with the downside risks to aggregate demand, the staff viewed the risks to its outlook for the unemployment rate as tilted to the upside.",negative,negative,neutral,,negative
12067,2016/8/17,"One-month-ahead option-implied volatility on the S&P 500 index--the VIX--fell, returning to the lower end of its distribution of the past few years.",negative,neutral,neutral,,neutral
12068,2016/8/17,"Consistent with the downside risks to aggregate demand, the staff viewed the risks to its outlook for the unemployment rate as tilted to the upside.",negative,negative,neutral,,negative
12069,2016/8/17,"In addition, it was pointed out that the upward trend in investment in intellectual property products was a positivee in the outlook for investment.",positive,neutral,neutral,,positive
12070,2016/10/12,"All transactions in foreign currencies undertaken pursuant to paragraph 1 above shall, unless otherwise authorized by the Committee, be conducted:A.",neutral,neutral,neutral,,neutral
12071,2016/10/12,"Consistent with the downside risks to aggregate demand, the staff viewed the risks to its outlook for the unemployment rate as tilted to the upside.",negative,negative,neutral,,negative
12072,2016/11/23,Measures of longer-run inflation expectations from the Desk's Survey of Primary Dealers and Survey of Market Participants were unchanged in October.,neutral,neutral,neutral,,neutral
12073,2016/11/23,"Consistent with the downside risks to aggregate demand, the staff viewed the risks to its outlook for the unemployment rate as tilted to the upside.",negative,negative,neutral,,negative
12074,2017/1/4,"Consistent with the downside risks to aggregate demand, the staff viewed the risks to its outlook for the unemployment rate as tilted to the upside.",negative,negative,neutral,,negative
12075,2017/2/22,"All transactions in foreign currencies undertaken pursuant to paragraph 1 above shall, unless otherwise authorized by the Committee, be conducted:A.",neutral,neutral,neutral,,neutral
12076,2017/2/22,"Altogether, the change in real net exports was estimated to have made a substantial nagativee contribution to real GDP growth in the fourth quarter.",negative,neutral,neutral,,negative
12077,2017/2/22,"Consistent with the downside risks to aggregate demand, the staff viewed the risks to its outlook for the unemployment rate as tilted to the upside.",negative,negative,neutral,,negative
12078,2017/4/5,"The unemployment rate edged back down to 4.7 percent in February, and the labor force participation rate rose over the first two months of the year.",neutral,positive,neutral,,positive
12079,2017/4/5,"Meanwhile, spreads of yields on bonds issued by nonfinancial corporations over those on comparable-maturity Treasury securities were little changed.",neutral,neutral,neutral,,neutral
12080,2017/4/5,"Consistent with the downside risks to aggregate demand, the staff viewed the risks to its outlook for the unemployment rate as tilted to the upside.",negative,negative,neutral,,negative
12081,2017/5/24,"Consistent with the downside risks to aggregate demand, the staff viewed the risks to its outlook for the unemployment rate as tilted to the upside.",negative,negative,neutral,,negative
12082,2017/11/22,"Sales of new homes increased notably over the two months ending in September, although sales of existing homes decreased somewhat over that period.",positive,neutral,neutral,,positive
12083,2018/2/21,"All transactions in foreign currencies undertaken pursuant to paragraph 1 above shall, unless otherwise authorized by the Committee, be conducted:A.",neutral,neutral,neutral,,neutral
12084,2018/2/21,"Total industrial production increased over the two months ending in December, with broad-based gains in manufacturing, mining, and utilities output.",positive,neutral,neutral,,positive
12085,2018/4/11,"On the upside, recent fiscal policy changes could lead to a greater expansion in economic activity over the next few years than the staff projected.",positive,neutral,neutral,,positive
12086,2018/4/11,"Many participants reported considerable optimism among the business contacts in their Districts, consistent with a firming in business expenditures.",positive,neutral,neutral,,positive
12087,2018/4/11,Recent data suggested that growth rates of household spending and business fixed investment had moderated from their strong fourth-quarter readings.,negative,neutral,neutral,,negative
12088,2018/5/23,"On the upside, recent fiscal policy changes could lead to a greater expansion in economic activity over the next few years than the staff projected.",positive,neutral,neutral,,positive
12089,2018/7/5,"Gross issuance of municipal bonds in April and May was solid, as issuance continued to recover from the slow pace recorded at the start of the year.",positive,neutral,neutral,,positive
12090,2018/7/5,"On the upside, recent fiscal policy changes could lead to a greater expansion in economic activity over the next few years than the staff projected.",positive,neutral,neutral,,positive
12091,2018/11/29,"Payrolls had increased strongly in October, and measures of labor market tightness such as rates of job openings and quits continued to be elevated.",neutral,positive,neutral,,negative
12092,2019/1/9,"Financing conditions in the residential mortgage market also remained accommodative for most borrowers, but the demand for mortgage credit softened.",negative,neutral,neutral,,negative
12093,2019/1/9,Participants agreed to continue to monitor financial market developments and assess the implications of these developments for the economic outlook.,neutral,neutral,neutral,,neutral
12094,2019/2/20,"All transactions in foreign currencies undertaken pursuant to paragraph 1 above shall, unless otherwise authorized by the Committee, be conducted:A.",neutral,neutral,neutral,,neutral
12095,2019/2/20,Core PCE price inflation was still expected to step up to 2 percent over this year as a whole and then to run at that level through the medium term.,neutral,neutral,positive,,neutral
12096,2019/2/20,"In addition, a few participants noted that recent declines in oil or gasoline prices had damped plans for capital expenditures in the energy sector.",negative,neutral,neutral,,negative
12097,2019/4/10,"The employment cost index for private-sector workers increased 3 percent over the 12 months ending in December, somewhat faster than a year earlier.",neutral,negative,neutral,,positive
12098,2019/4/10,"Consistent with reports about a potential trade deal, stock prices of firms with greater exposure to China generally outperformed the S&P 500 index.",positive,neutral,neutral,,positive
12099,2019/4/10,"On the downside, the recent softening in a number of economic indicators could be the harbinger of a substantial deterioration in economic activity.",negative,neutral,neutral,,negative
12100,2019/4/10,"Moreover, trade policies and foreign economic developments could move in directions that have significant nagativee effects on U.S. economic growth.",negative,neutral,neutral,,negative
12101,2019/5/22,The Bureau of Economic Analysis estimated that the contribution of net exports to real GDP growth in the first quarter was about 1 percentage point.,positive,neutral,neutral,,neutral
12102,2019/5/22,"Moreover, trade policies and foreign economic developments could move in directions that have significant nagativee effects on U.S. economic growth.",negative,neutral,neutral,,negative
12103,2019/8/21,"In the commercial real estate (CRE) sector, financing conditions remained generally accommodative despite a modest deceleration in bank loan growth.",neutral,neutral,neutral,,neutral
12104,2019/10/9,Participants' Discussion of Recent Money Market DevelopmentsThe manager pro tem provided a summary of the most recent developments in money markets.,neutral,neutral,neutral,,neutral
12105,2019/11/20,A few participants observed that valuations in equity and bond markets were high by historical standards and that CRE valuations were also elevated.,positive,neutral,neutral,,positive
12106,2020/1/3,"In addition to helping keep reserves ample, repo operations likely have reduced pressures in money markets and the dispersion in money market rates.",neutral,neutral,positive,,positive
12107,2020/1/3,"Both the rate of private-sector job openings and the rate of quits edged down in September, but these readings were still at fairly elevated levels.",neutral,negative,neutral,,negative
12108,2020/2/19,"All transactions in foreign currencies undertaken pursuant to paragraph 1 above shall, unless otherwise authorized by the Committee, be conducted:A.",neutral,neutral,neutral,,neutral
12109,2020/4/8,"As a result, the Chair, in consultation with the FOMC, instructed the Desk to conduct purchases of Treasury securities across a range of maturities.",neutral,neutral,neutral,,neutral
12110,2020/4/8,"The consumer price index (CPI) rose 2.3 percent over the 12 months ending in February, and the core CPI increased 2.4 percent over that same period.",neutral,neutral,negative,,positive
12111,2020/5/20,"Output in the mining sector, which includes crude oil extraction, also decreased significantly in the wake of the recent declines in crude oil prices.",negative,neutral,neutral,,negative
12112,2020/5/20,"On the one hand, a number of participants judged that there was a substantial likelihood of additional waves of outbreak in the near or medium term.",negative,negative,neutral,,negative
12113,2020/8/19,"As term U.S. dollar liquidity swaps matured, the amounts outstanding fell to around $120 billion, less than a third of the peak reached in late May.",neutral,neutral,neutral,,positive
12114,2020/8/19,"In light of this assessment, all participants considered it appropriate to maintain the target range for the federal funds rate at 0 to?1/4 percent.",neutral,neutral,positive,,neutral
12115,2020/10/7,"Meanwhile, the Federal Reserve increased holdings of Treasury securities and agency MBS at the same pace as during the previous intermeeting period.",neutral,neutral,neutral,,neutral
12116,2020/10/7,"Amid historically low corporate bond yields, gross issuance of both investment- and speculative-grade corporate bonds was strong in July and August.",positive,neutral,neutral,,positive
12117,2020/10/7,"Amid notable equity market gains in August, gross equity issuance was robust, as seasoned offerings strengthened to about double their typical pace.",positive,neutral,neutral,,positive
12118,2020/11/25,"Housing-sector activity advanced in the third quarter, with real residential investment and home sales both moving above their first quarter levels.",positive,neutral,neutral,,positive
12119,2020/11/25,"Domestic demand supported the recovery, and in Asia there was also a strong rebound of exports, especially of electronics and, more recently, autos.",positive,neutral,neutral,,positive
12120,2021/1/6,"On balance, prices of global risky assets increased notably, implied volatility dropped sharply, and the dollar depreciated against most currencies.",neutral,neutral,negative,,negative
12121,2021/2/17,"All transactions in foreign currencies undertaken pursuant to paragraph 1 above shall, unless otherwise authorized by the Committee, be conducted:A.",neutral,neutral,neutral,,neutral
12122,2021/4/7,"Consumer spending appeared to be increasing in the first quarter at a pace considerably faster, on balance, than in the fourth quarter of last year.",positive,neutral,neutral,,positive
12123,2021/4/7,Participants also observed that residential construction continued to be solid and home sales remained robust in part because of low interest rates.,positive,neutral,neutral,,positive
12124,2021/5/19,"Regarding financial leverage, the staff noted that bank capital ratios remained above pre-pandemic levels in the fourth quarter, but risks remained.",neutral,neutral,neutral,,negative
12125,2021/7/7,"On net, European longer-term government bond yields were little changed even as U.S. yields declined, and the broad dollar index decreased modestly.",neutral,neutral,neutral,,negative
12126,2021/7/7,"In their discussion of current conditions, participants noted that progress on vaccinations had reduced the spread of COVID-19 in the United States.",positive,neutral,neutral,,neutral
12127,2021/10/13,Market participants noted information in the public domain about measures the Federal Reserve and the Treasury could take around a debt limit event.,neutral,neutral,neutral,,neutral
12128,2021/10/13,Several participants indicated that they preferred to proceed with a more rapid moderation of purchases than described in the illustrative examples.,neutral,neutral,negative,,neutral
12129,2022/1/5,"In the municipal bond market, issuance was robust in October and November, and financing conditions remained accommodative, supported by low yields.",positive,neutral,neutral,,positive
12130,2022/1/5,"In the residential mortgage market, financing conditions stayed accommodative, particularly for borrowers who met standard conforming loan criteria.",neutral,neutral,neutral,,neutral
12131,2022/2/16,"All transactions in foreign currencies undertaken pursuant to paragraph 1 above shall, unless otherwise authorized by the Committee, be conducted:A.",neutral,neutral,neutral,,neutral
12132,2022/10/12,"The staff expected that the size of the associated deferred asset would increase over time until net income turned positivee, likely in a few years.",positive,neutral,neutral,,neutral
12133,2022/10/12,Many participants emphasized that the cost of taking too little action to bring down inflation likely outweighed the cost of taking too much action.,neutral,neutral,negative,,neutral
12134,2022/11/23,A slower pace in these circumstances would better allow the Committee to assess progress toward its goals of maximum employment and price stability.,neutral,neutral,neutral,,neutral
12135,2023/2/22,Participants agreed that the labor market remained very tight and assessed that labor demand substantially exceeded the supply of available workers.,neutral,negative,neutral,,negative
12136,2006/4/18,"At its January meeting, the Federal Open Market Committee decided to raise the target level of the federal funds rate 25 basis points, to 4? percent.",neutral,neutral,neutral,,neutral
12137,2006/5/31,"While utility output surged in February and moved up a bit more in March, these increases only partly reversed the weather-related plunge in January.",positive,neutral,neutral,,negative
12138,2006/5/31,"Over the past twelve months, inventories relative to shipments and sales had moved down moderately on balance, extending the long-run downward trend.",positive,neutral,neutral,,negative
12139,2006/5/31,"Some reports indicated that speculative building of homes had dropped off considerably, but inventories of unsold homes still seemed to be expanding.",negative,neutral,neutral,,negative
12140,2006/5/31,"Although alternative measures of labor compensation provided divergent readings, growth of total compensation on balance appeared to remain moderate.",neutral,neutral,neutral,,neutral
12141,2007/10/9,"The FOMC's policy decision and the accompanying statement were about in line with market expectations, and reactions in financial markets were muted.",neutral,neutral,neutral,,negative
12142,2007/11/20,A number of members noted that the recent policy moves could readily be reversed if circumstances evolved in a manner that would warrant such action.,neutral,neutral,neutral,,neutral
12143,2008/1/2,"Nonfinancial business debt continued to expand strongly, supported by solid bond issuance and by a small rebound in the issuance of commercial paper.",positive,neutral,neutral,,positive
12144,2008/1/2,"Several participants remarked that, unlike residential real estate, commercial and industrial real estate activity remained solid in their Districts.",neutral,neutral,neutral,,positive
12145,2008/4/8,"""The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",positive,neutral,positive,,positive
12146,2008/8/26,"The ratio of wealth to income likely declined again in the second quarter, as equity prices declined, on balance, and house prices continued to fall.",negative,neutral,neutral,,negative
12147,2008/10/7,"In longer-term credit markets, yields on investment-grade corporate bonds were not much changed, but yields on speculative-grade bonds rose somewhat.",neutral,neutral,neutral,,neutral
12148,2008/10/7,"""The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",positive,neutral,positive,,positive
12149,2009/2/18,"Conditions in the labor market continued to deteriorate rapidly in December: Private payroll employment fell sharply, and the unemployment rate rose.",neutral,negative,neutral,,negative
12150,2009/2/18,The staff again expected that unemployment would rise substantially through the beginning of 2010 before edging down over the remainder of that year.,neutral,negative,neutral,,neutral
12151,2009/2/18,One member expressed the view that it would be best to expand holdings of U.S. Treasury securities rather than to expand targeted liquidity programs.,neutral,neutral,neutral,,neutral
12152,2009/5/20,The first-quarter data also offered a few tentative signs that the deceleration of economic activity in emerging markets might have started to abate.,positive,neutral,neutral,,negative
12153,2009/7/15,"Retail money market mutual funds and small time deposits contracted in both months, probably in response to declining interest rates on these assets.",neutral,neutral,neutral,,negative
12154,2009/9/2,"Although the fundamental determinants of investment in E&S remained weak, conditions appeared less unfavorable, on balance, than earlier in the year.",positive,neutral,neutral,,negative
12155,2009/9/2,Recent indicators of economic activity in the advanced foreign economies suggested that the pace of contraction in those countries moderated further.,positive,neutral,neutral,,negative
12156,2009/10/14,"In most emerging market economies, particularly in Asia, economic activity rebounded in the second quarter; however, output declined again in Mexico.",neutral,neutral,neutral,,negative
12157,2010/1/6,The Manager also reported on System open market operations in agency debt and agency mortgage-backed securities (MBS) during the intermeeting period.,neutral,neutral,neutral,,neutral
12158,2010/4/6,"The continued gains in manufacturing production were bolstered by growing demand from foreign trading partners, especially emerging market economies.",positive,neutral,neutral,,positive
12159,2010/5/19,"One strategy considered in the staff presentation was a continuation of the current practice, which would normalize the balance sheet very gradually.",neutral,neutral,neutral,,neutral
12160,2010/7/14,"The moderation in spending appeared, on balance, to be aligning the pace of consumption with recent trends in income, wealth, and consumer sentiment.",negative,neutral,neutral,,neutral
12161,2010/8/31,"Moreover, participants saw some indications that credit conditions for households and smaller businesses were beginning to improve, albeit gradually.",positive,neutral,neutral,,positive
12162,2010/10/12,"Private businesses increased employment modestly in August, but the length of the workweek was unchanged and the unemployment rate remained elevated.",neutral,positive,neutral,,negative
12163,2010/10/12,"Capacity utilization in manufacturing ticked up further in August from its mid-2009 low, but it was still substantially below its longer-run average.",positive,neutral,neutral,,negative
12164,2010/10/12,"Yield spreads relative to German bunds on the 10-year sovereign bonds of Greece, Ireland, and Portugal widened to near-record levels over the period.",positive,neutral,neutral,,neutral
12165,2010/10/12,"Several other central banks tightened monetary policy over the intermeeting period, including those of Chile, India, Indonesia, Sweden, and Thailand.",negative,neutral,negative,,neutral
12166,2010/10/12,Several participants reported feedback from business contacts who were delaying hiring until the economic and regulatory outlook became more certain.,negative,negative,neutral,,neutral
12167,2010/10/12,"However, others thought that additional accommodation would be warranted only if the outlook worsened and the odds of deflation increased materially.",neutral,neutral,neutral,,neutral
12168,2010/11/23,"Rebuilding of dealers' stocks of motor vehicles accounted for part of the step-up, but some of it likely reflected another large increase in imports.",positive,neutral,neutral,,positive
12169,2010/11/23,Participants generally agreed that the most likely economic outcome would be a gradual pickup in growth with slow progress toward maximum employment.,positive,positive,neutral,,neutral
12170,2011/2/16,"In discussing the staff presentation, meeting participants mentioned various factors that were seen as influencing the path of the unemployment rate.",neutral,neutral,neutral,,neutral
12171,2011/5/18,"In the discussion of normalization, some participants also noted their preferences about the longer-run framework for monetary policy implementation.",neutral,neutral,neutral,,neutral
12172,2011/7/12,"Dealers also reported that the demand for funding had increased over the same period for a broad range of securities, with the exception of equities.",positive,neutral,neutral,,positive
12173,2011/8/30,The strains in these markets eased after legislation to raise the debt ceiling and to cut the federal budget deficit was signed into law on August 2.,positive,neutral,neutral,,negative
12174,2011/8/30,"Most members also anticipated that inflation would settle, over coming quarters, at levels at or below those consistent with the Committee's mandate.",neutral,neutral,positive,,neutral
