sentence,label,score,sentence_simple,focus_ornot,label_new,score_new
The share of workers employed part time for economic reasons edged up in March but was still below the lows reached in late 2007.,Negative,0.918463886,was still below the lows reached in late 2007.,1,Negative,0.998948753
"Consumer expenditures slowed in the first quarter, but monthly data suggested some improvement toward the end of the quarter.",Positive,0.999688029,monthly data suggested some improvement toward the end of the quarter.,1,Positive,0.999997258
"Similarly, sales of light motor vehicles rose sharply in March, although the average pace of sales in the first quarter was slower than in the fourth quarter.",Negative,0.985552847,"Similarly, sales of light motor vehicles rose sharply in March",1,Positive,0.974442005
"In addition, consumer sentiment, as measured by the University of Michigan Surveys of Consumers, edged down in April but was still upbeat.",Positive,0.998642743,was still upbeat.,1,Positive,0.996260703
"Nominal shipments of nondefense capital goods excluding aircraft were little changed, on net, in February and March, but they rose for the quarter as a whole.",Neutral,0.896036446,they rose for the quarter as a whole.,1,Neutral,0.792814553
"Orders for nondefense capital goods excluding aircraft increased noticeably in March but were only a little above the level of shipments, and readings on business sentiment improved a bit but were still softer than last year.",Negative,0.999497414,"were only a little above the level of shipments, and readings on business sentiment improved a bit but were still softer than last year.",1,Negative,0.999981046
"Among the emerging market economies (EMEs), real GDP contracted in South Korea and Mexico, but activity in China strengthened, supported by tax cuts and the easing of credit conditions.",Positive,0.99996078,"activity in China strengthened, supported by tax cuts and the easing of credit conditions.",1,Positive,0.999999523
"In the advanced foreign economies, economic indicators were downbeat in Japan but elsewhere pointed to some improvement from a weak fourth quarter; GDP growth rebounded in the euro area and also appeared to pick up in Canada and the United Kingdom.",Positive,0.999859214,elsewhere pointed to some improvement from a weak fourth quarter; GDP growth rebounded in the euro area and also appeared to pick up in Canada and the United Kingdom.,1,Positive,1
"While a similar dynamic occurred around previous tax dates, the magnitude of the change was larger than in previous years.",Neutral,0.999848962,the magnitude of the change was larger than in previous years.,1,Neutral,0.998494506
"Pronounced political and policy uncertainties led to a significant tightening of financial conditions in Turkey, Argentina, and, to a lesser extent, Brazil, but spillovers to other EMEs were limited, and EME credit spreads were generally little changed on net.",Negative,0.993078172,"spillovers to other EMEs were limited, and EME credit spreads were generally little changed on net.",1,Neutral,0.999765933
"Issuance of institutional leveraged loans increased, but refinancing volumes were low and loans spreads remained somewhat elevated.",Positive,0.929800212,refinancing volumes were low and loans spreads remained somewhat elevated.,1,Negative,0.999128759
"The staff judged asset valuation pressures in equity and corporate debt markets to have increased significantly this year, though not quite to the elevated levels that prevailed for much of last year.",Negative,0.983443499,The staff judged asset valuation pressures in equity and corporate debt markets to have increased significantly this year,1,Negative,0.965864897
"As a result, core PCE price inflation was expected to move up in the near term but nevertheless to run just below 2 percent over the medium term.",Neutral,0.364798874,nevertheless to run just below 2 percent over the medium term.,1,Negative,0.564166129
"Participants noted the unexpected strength in first-quarter GDP growth, but some observed that the composition of growth, with large contributions from inventories and net exports and more modest contributions from consumption and investment, suggested that GDP growth in the near term would likely moderate from its strong pace of last year.",Positive,0.99489969,"some observed that the composition of growth, with large contributions from inventories and net exports and more modest contributions from consumption and investment, suggested that GDP growth in the near term would likely moderate from its strong pace of last year.",1,Neutral,0.550951362
"Participants continued to view inflation near the Committee's symmetric 2 percent objective as the most likely outcome, but, in light of recent, softer inflation readings, some viewed the downside risks to inflation as having increased.",Negative,0.983215153,", in light of recent, softer inflation readings, some viewed the downside risks to inflation as having increased.",1,Negative,0.999272406
"A few participants commented that labor market conditions in their Districts were putting upward pressure on compensation levels for lower-wage jobs, although there were few reports of a broad-based pickup in wage growth.",Negative,0.979300499,A few participants commented that labor market conditions in their Districts were putting upward pressure on compensation levels for lower-wage jobs,1,Negative,0.999289393
"In their consideration of the economic outlook, members noted that financial conditions had improved since the turn of the year, and many uncertainties affecting the U.S. and global economic outlooks had receded, though some risks remained.",Positive,0.999601662,"In their consideration of the economic outlook, members noted that financial conditions had improved since the turn of the year, and many uncertainties affecting the U.S. and global economic outlooks had receded",1,Positive,0.999896169
"The unemployment rates for African Americans, Asians, and Hispanics decreased, on net, over April and May and were below their levels at the end of the previous economic expansion, though persistent differentials in unemployment rates across groups remained.",Negative,0.999118626,"The unemployment rates for African Americans Asians, and Hispanics decreased, on net, over April and May and were below their levels at the end of the previous economic expansion",1,Negative,0.999932647
"Average hourly earnings for all employees rose 3.1 percent over the 12 months ending in May, slightly lower than in April but somewhat faster than a year earlier.",Negative,0.997921526,somewhat faster than a year earlier.,1,Positive,0.97851187
"While measures from the Desk's Survey of Primary Dealers and Survey of Market Participants were little changed, the preliminary June reading from the University of Michigan Surveys of Consumers dropped significantly to below its range in recent years.",Negative,0.999992251,the preliminary June reading from the University of Michigan Surveys of Consumers dropped significantly to below its range in recent years.,1,Negative,0.999992967
"In addition, the Michigan survey measure of consumer sentiment edged down in the preliminary June reading but was still at an upbeat level.",Positive,0.735743821,was still at an upbeat level.,1,Positive,0.996746778
"Starts of new single-family homes rose in April but fell back in May, while starts of multifamily units increased over both months.",Positive,0.99421376,"fell back in May, while starts of multifamily units increased over both months.",1,Negative,0.835383177
"Industrial production moved down in April and picked up in May, leaving output about flat over those two months, but production was lower than at the beginning of the year.",Negative,0.999983549,production was lower than at the beginning of the year.,1,Negative,0.999997377
"Manufacturing output declined, on net, over April and May, although mining output expanded.",Negative,0.992125094,"Manufacturing output declined, on net, over April and May",1,Negative,0.999895215
"Automakers' assembly schedules suggested that the production of light motor vehicles would move up in the near term, but new orders indexes from national and regional manufacturing surveys pointed to continued soft total factory output in the coming months.",Negative,0.999999762,new orders indexes from national and regional manufacturing surveys pointed to continued soft total factory output in the coming months.,1,Negative,0.999999762
"Real purchases by state and local governments seemed to be rising modestly; total payrolls of these governments edged down over April and May, but nominal state and local construction spending expanded notably in April.",Positive,0.675284028,nominal state and local construction spending expanded notably in April.,1,Positive,0.950748086
"After widening in March, the nominal trade deficit narrowed in April; even though exports declined, imports declined by more.",Negative,0.992503047,"After widening in March, imports declined by more.",1,Negative,0.998552382
Recent indicators suggested that the pace of economic activity picked up in Canada in the second quarter but slowed in some other AFEs.,Negative,0.997400403,slowed in some other AFEs.,1,Negative,0.949207842
"Foreign inflation remained subdued but rose a bit from lows earlier in the year, in part reflecting higher retail energy prices in many economies.",Negative,0.834986627,"rose a bit from lows earlier in the year, in part reflecting higher retail energy prices in many economies.",1,Positive,0.973521173
"FOMC communications following the May meeting had little net effect on yields, though they rose modestly following the Chair's press conference.",Neutral,0.998448968,FOMC communications following the May meeting had little net effect on yields,1,Neutral,0.999767959
The value of the Mexican peso against the dollar fluctuated in response to announcements related to potential tariffs on imports from Mexico but ended the period only slightly lower.,Neutral,0.622459531,ended the period only slightly lower.,1,Negative,0.741766274
"Issuance in the institutional syndicated leveraged loan market was subdued in April but rebounded in May, reflecting strong issuance beyond that associated with refinancing of maturing leveraged loans.",Positive,0.995685935,"rebounded in May, reflecting strong issuance beyond that associated with refinancing of maturing leveraged loans.",1,Positive,0.999999523
Commercial mortgage-backed securities (CMBS) spreads widened slightly over the intermeeting period but remained near the low end of their post-crisis range.,Neutral,0.569030941,remained near the low end of their post-crisis range.,1,Neutral,0.89488095
"Since last November, mortgage rates had declined more than 1 percentage point, contributing to an increase in home-purchase mortgage originations to the solid levels seen in 2017.Financing conditions in consumer credit markets were little changed in recent months and remained generally supportive of household spending, although the supply of credit to consumers with subprime credit scores continued to be tight.",Positive,0.999698162,"Since last November, mortgage rates had declined more than 1 percentage point, contributing to an increase in home-purchase mortgage originations to the solid levels seen in 2017.Financing conditions in consumer credit markets were little changed in recent months and remained generally supportive of household spending",1,Positive,0.999982715
"Both total and core inflation were projected to move up slightly next year, as the low readings early this year were expected to be transitory, but nevertheless to continue to run below 2 percent.",Neutral,0.877727091,nevertheless to continue to run below 2 percent.,1,Negative,0.999761283
"The staff viewed the uncertainty around its projections for real GDP growth, the unemployment rate, and inflation as generally similar to the average of the past 20 years, although uncertainty was seen to have increased since the previous forecast.",Neutral,0.640478313,"The staff viewed the uncertainty around its projections for real GDP growth, the unemployment rate, and inflation as generally similar to the average of the past 20 years",1,Neutral,0.908540368
"While they continued to view a sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective as the most likely outcomes, many participants attached significant odds to scenarios with less favorable outcomes.5?Moreover, nearly all participants in their submissions to the Summary of Economic Projections (SEP), had revised down their assessment of the appropriate path of the federal funds rate over the projection period that would be consistent with their modal economic outlook.",Neutral,0.938882709,"strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective as the most likely outcomes, many participants attached significant odds to scenarios with less favorable outcomes.5?Moreover, nearly all participants in their submissions to the Summary of Economic Projections (SEP), had revised down their assessment of the appropriate path of the federal funds rate over the projection period that would be consistent with their modal economic outlook.",1,Neutral,0.712654412
"A couple of participants noted that the continued softness in the housing sector was a concern, even though the decline in mortgage rates since last fall was expected to provide stronger impetus for activity; a couple of participants were somewhat optimistic that residential investment would pick up.",Negative,0.999882817,A couple of participants noted that the continued softness in the housing sector was a concern,1,Negative,0.999999404
"While overall financial conditions remained supportive of growth, those conditions appeared to be premised importantly on expectations that the Federal Reserve would ease policy in the near term to help offset the drag on economic growth stemming from uncertainties about the global outlook and other downside risks.",Positive,0.97877115,those conditions appeared to be premised importantly on expectations that the Federal Reserve would ease policy in the near term to help offset the drag on economic growth stemming from uncertainties about the global outlook and other downside risks.,1,Negative,0.977424026
"Some participants suggested that although they now judged that the appropriate path of the federal funds rate would follow a flatter trajectory than they had previously assumed, there was not yet a strong case for a rate cut from current levels.",Neutral,0.992885053,there was not yet a strong case for a rate cut from current levels.,1,Neutral,0.976672769
"While strong labor markets and rising incomes continued to support the outlook for consumer spending, uncertainties and risks regarding the global outlook appeared to be contributing to a deterioration in risk sentiment in financial markets and a decline in business confidence that pointed to a weaker outlook for business investment in the United States.",Negative,0.999999762,While strong labor markets and rising incomes continued to support the outlook for consumer spending uncertainties and risks regarding the global outlook appeared to be contributing to a deterioration in risk sentiment in financial markets and a decline in business confidence that pointed to a weaker outlook for business investment in the United States.,1,Negative,0.999999762
"Although nearly all members agreed to maintain the target range for the federal funds rate at 2-1/4?to 2-1/2?percent at this meeting, they generally agreed that risks and uncertainties surrounding the economic outlook had intensified and many judged that additional policy accommodation would be warranted if they continued to weigh on the economic outlook.",Neutral,0.86933428,they generally agreed that risks and uncertainties surrounding the economic outlook had intensified and many judged that additional policy accommodation would be warranted if they continued to weigh on the economic outlook.,1,Neutral,0.653137803
"The Committee retained the characterization of the most likely outcomes as ""sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective"" but added a clause to emphasize that uncertainties about this outlook had increased.",Positive,0.99989748,added a clause to emphasize that uncertainties about this outlook had increased.,1,Negative,0.979900301
"Although growth of household spending appears to have picked up from earlier in the year, indicators of business fixed investment have been soft.",Negative,0.99998486,indicators of business fixed investment have been soft.,1,Negative,0.999417901
"The Committee continues to view sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective as the most likely outcomes, but uncertainties about this outlook have increased.",Positive,0.999986887,uncertainties about this outlook have increased.,1,Negative,0.99930346
The unemployment rate edged up to 3.7 percent in June but was still at a historically low level.,Neutral,0.669814944,was still at a historically low level.,1,Negative,0.7139377
"The labor force participation rate also moved up somewhat but was close to its average over the previous few years, and the employment-to-population ratio stayed flat.",Positive,0.591264248,"was close to its average over the previous few years, and the employment-to-population ratio stayed flat.",1,Neutral,0.999294519
"The unemployment rates for African Americans and Asians declined in June, the rate for whites was unchanged, and the rate for Hispanics edged up; the unemployment rate for each group was below its level at the end of the previous economic expansion, though persistent differentials between these rates remained.",Negative,0.554425001,"The unemployment rates for African Americans and Asians declined in June, the rate for whites was unchanged, and the rate for Hispanics edged up; the unemployment rate for each group was below its level at the end of the previous economic expansion",1,Negative,0.4896833
"The rate of private-sector job openings held steady in May, while the rate of quits edged down but was still at a high level; the four-week moving average of initial claims for unemployment insurance benefits through mid-July was near historically low levels.",Positive,0.423517972,was still at a high level; the four-week moving average of initial claims for unemployment insurance benefits through mid-July was near historically low levels.,1,Positive,0.515067458
The preliminary July reading from the University of Michigan Surveys of Consumers moved back up after dipping in June but was still at a relatively low level; the measures from the Desk's Survey of Primary Dealers and Survey of Market Participants were little changed.,Neutral,0.614553809,was still at a relatively low level; the measures from the Desk's Survey of Primary Dealers and Survey of Market Participants were little changed.,1,Neutral,0.981242299
"starts of new single-family homes rose in June, the average in the second quarter was lower than in the first quarter; starts of multifamily units fell back in June but rose for the second quarter as a whole.",Negative,0.999810994,rose for the second quarter as a whole.,1,Neutral,0.911795676
"Foreign inflation remained muted but rose a bit from lows earlier in the year, largely reflecting higher energy prices.",Negative,0.76710397,"rose a bit from lows earlier in the year, largely reflecting higher energy prices.",1,Positive,0.954469919
The European Central Bank left its policy rate unchanged at its July meeting but signaled possible rate cuts at coming meetings and said it will explore options for additional asset purchases.,Neutral,0.999884963,signaled possible rate cuts at coming meetings and said it will explore options for additional asset purchases.,1,Neutral,0.999928236
"Issuance of institutional leveraged loans increased notably in May but in June, it returned to the more moderate pace observed earlier this year.",Positive,0.968675196,"in June, it returned to the more moderate pace observed earlier this year.",1,Neutral,0.652357519
Mortgage rates were little changed since the June FOMC meeting but remained about 1 percentage point below their late-2018 level.,Negative,0.68383956,remained about 1 percentage point below their late-2018 level.,1,Negative,0.999667406
Refinance originations have risen as well but remain near historical lows.,Negative,0.536994934,remain near historical lows.,1,Negative,0.989294052
"Both total and core inflation were projected to move up slightly next year, as the low readings early this year were expected to be transitory, but nevertheless to continue to run below 2 percent.",Neutral,0.877727091,nevertheless to continue to run below 2 percent.,1,Negative,0.999761283
"Some participants expressed the view that the effects of trade uncertainty had so far been modest and referenced reports from business contacts in their Districts that investment plans were continuing, though with a more cautious posture.",Negative,0.986949027,Some participants expressed the view that the effects of trade uncertainty had so far been modest and referenced reports from business contacts in their Districts that investment plans were continuing,1,Neutral,0.867627621
"Looking ahead, participants expected the labor market to remain strong, with the pace of job gains slower than last year but above what is estimated to be necessary to hold labor utilization steady.",Positive,0.999999762,above what is estimated to be necessary to hold labor utilization steady.,1,Positive,0.820567667
"These participants acknowledged that there were lingering risks and uncertainties about the global economy in general, and about international trade in particular, but they viewed those risks as having diminished over the intermeeting period.",Negative,0.947425544,they viewed those risks as having diminished over the intermeeting period.,1,Negative,0.540672541
But ending balance sheet reduction earlier than under its previous plan posed some risk of fostering the erroneous impression that the Committee viewed the balance sheet as an active tool of policy.,Negative,0.999957323,ending balance sheet reduction earlier than under its previous plan posed some risk of fostering the erroneous impression that the Committee viewed the balance sheet as an active tool of policy.,1,Negative,0.999963641
"Strong labor markets and rising incomes continued to support the outlook for consumer spending, but modest growth in prices and wages suggested that inflation pressures remained muted.",Positive,0.999785841,modest growth in prices and wages suggested that inflation pressures remained muted.,1,Negative,0.980122864
"Market-based measures of inflation compensation moved up modestly from the low levels recorded in June, but a portion of this change likely reflected the expectation by market participants of additional near-term monetary accommodation.",Neutral,0.869417906,a portion of this change likely reflected the expectation by market participants of additional near-term monetary accommodation.,1,Neutral,0.987877131
"On this basis, all but two members agreed to lower the target range for the federal funds rate to 2 to 2-1/4 percent at this meeting.",Neutral,0.998099029,two members agreed to lower the target range for the federal funds rate to 2 to 2-1/4 percent at this meeting.,1,Neutral,0.99931097
"The Committee stated that the reduction in the target range for the federal funds rate supported its view that ""sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective"" remained the most likely outcomes, but ""uncertainties about this outlook remain.""",Positive,0.996387362,"""uncertainties about this outlook remain.""",1,Negative,0.999977469
"This action supports the Committee's view that sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective are the most likely outcomes, but uncertainties about this outlook remain.",Positive,0.999961376,uncertainties about this outlook remain.,1,Negative,0.999922514
"The unemployment rates for African Americans and Hispanics declined over July and August, while the rates for whites and Asians increased; the unemployment rate for each group was below its level at the end of the previous economic expansion, though persistent differentials between these rates remained.",Negative,0.992107928,"The unemployment rates for African Americans and Hispanics declined over July and August, while the rates for whites and Asians increased; the unemployment rate for each group was below its level at the end of the previous economic expansion",1,Negative,0.996386051
"The preliminary September reading from the University of Michigan Surveys of Consumers dipped after edging up in August, but it remained within its recent range; the measures of longer-run inflation expectations from the Desk's Survey of Primary Dealers and Survey of Market Participants were little changed.",Neutral,0.709833801,it remained within its recent range; the measures of longer-run inflation expectations from the Desk's Survey of Primary Dealers and Survey of Market Participants were little changed.,1,Neutral,0.999609888
"Orders for nondefense capital goods excluding aircraft increased in June but were still below the level of shipments, most measures of business sentiment deteriorated, analysts' expectations of firms' longer-term profit growth declined further, and trade policy concerns continued to weigh on firms' investment decisions.",Negative,0.999999166,"were still below the level of shipments, most measures of business sentiment deteriorated, analysts' expectations of firms' longer-term profit growth declined further, and trade policy concerns continued to weigh on firms' investment decisions.",1,Negative,0.999998093
"Industrial production increased modestly, on net, over July and August, but production remained notably lower than at the beginning of the year.",Negative,0.978769064,production remained notably lower than at the beginning of the year.,1,Negative,0.999999166
"Exports, which had been soft over most of the past year, declined sharply in June but partially rebounded in July.",Negative,0.999764979,partially rebounded in July.,1,Positive,0.671467423
"Growth picked up in Canada as oil production rebounded, but growth slowed sharply in Europe amid a downturn in manufacturing activity and persistent policy-related uncertainty.",Negative,0.74217236,growth slowed sharply in Europe amid a downturn in manufacturing activity and persistent policy-related uncertainty.,1,Negative,0.999999762
Broad equity price indexes were down as much as 6 percent in early August but almost fully recovered by the end of the intermeeting period.,Negative,0.999331474,almost fully recovered by the end of the intermeeting period.,1,Neutral,0.99182117
"The escalation of trade tensions between China and the United States weighed on equity prices, but investors' expectations that major central banks would shift toward more accommodative monetary policies provided some support.",Negative,0.851022959,investors' expectations that major central banks would shift toward more accommodative monetary policies provided some support.,1,Positive,0.674758077
"The dollar appreciated against emerging market currencies but was little changed, on balance, against AFE currencies, leaving the broad dollar index slightly higher.",Neutral,0.964395404,"was little changed, on balance, against AFE currencies, leaving the broad dollar index slightly higher.",1,Neutral,0.997301579
"While speculative-grade corporate bond issuance was somewhat subdued in August, it was comparable to that seen over the same period in 2018.",Neutral,0.717285752,it was comparable to that seen over the same period in 2018.,1,Neutral,0.999797046
"There were no initial public equity offerings by domestic firms in August amid increased market volatility, but several deals were expected to be completed in the coming months.",Neutral,0.999949813,several deals were expected to be completed in the coming months.,1,Neutral,0.999996185
"The volume of agency and non-agency commercial mortgage-backed securities issuance was slightly weaker in July and August than in the same period last year, though industry analysts reportedly anticipated that issuance would soon pick up in response to recent declines in interest rates.",Negative,0.999778688,The volume of agency and non-agency commercial mortgage-backed securities issuance was slightly weaker in July and August than in the same period last year,1,Negative,0.999916315
"In consumer asset-backed securities markets, issuance was solid, and spreads remained at relatively low levels, though somewhat above their post-crisis averages.",Positive,1,"In consumer asset-backed securities markets, issuance was solid, and spreads remained at relatively low levels",1,Positive,1
"However, a number of participants noted that, although the labor market was clearly in a strong position, the preliminary benchmark revision by the Bureau of Labor Statistics indicated that payroll employment gains would likely show less momentum coming into this year when the revisions are incorporated in published data early next year.",Positive,0.54227519,"However, a number of participants noted that, the preliminary benchmark revision by the Bureau of Labor Statistics indicated that payroll employment gains would likely show less momentum coming into this year when the revisions are incorporated in published data early next year.",1,Negative,0.99890995
"Participants saw inflation expectations as reasonably well anchored, but many participants observed that market-based measures of inflation compensation and some survey measures of consumers' inflation expectations were at historically low levels.",Neutral,0.998630404,many participants observed that market-based measures of inflation compensation and some survey measures of consumers' inflation expectations were at historically low levels.,1,Neutral,0.992496014
"With regard to developments in financial markets, participants noted that longer-term U.S. Treasury rates had been volatile over the intermeeting period but, on net, had registered a sizable decline.",Negative,0.996663272,", on net, had registered a sizable decline.",1,Negative,0.999966025
"Participants also noted that equity prices had exhibited volatility but had been largely flat, on balance, over the intermeeting period.",Neutral,0.975812554,"had been largely flat, on balance, over the intermeeting period.",1,Neutral,0.999118865
"They acknowledged the uncertainties that currently figured importantly in evaluations of the economic outlook, but they contended that the key uncertainties were unlikely to be resolved soon.",Negative,0.938713253,they contended that the key uncertainties were unlikely to be resolved soon.,1,Negative,0.992038608
"Open market operations conducted on the previous day had helped to ease strains in money markets, but the EFFR had nonetheless printed 5 basis points above the top of the target range.",Positive,0.999997973,the EFFR had nonetheless printed 5 basis points above the top of the target range.,1,Positive,0.999881506
"This action supports the Committee's view that sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective are the most likely outcomes, but uncertainties about this outlook remain.",Positive,0.999961376,uncertainties about this outlook remain.,1,Negative,0.999922514
"Regular, modestly sized repo operations likely would pose relatively little risk of stigma or moral hazard, but they may provide less assurance of control over the federal funds rate because it might be difficult for the Federal Reserve to anticipate money market pressures and scale up its repo operations accordingly.",Negative,0.902152658,they may provide less assurance of control over the federal funds rate because it might be difficult for the Federal Reserve to anticipate money market pressures and scale up its repo operations accordingly.,1,Negative,0.919432282
"A standing fixed-rate repo facility would likely provide substantial assurance of control over the federal funds rate, but use of the facility could become stigmatized, particularly if the rate was set at a relatively high level.",Neutral,0.999010444,"use of the facility could become stigmatized, particularly if the rate was set at a relatively high level.",1,Neutral,0.976324558
Some of these participants indicated that a basic principle in implementing an ample-reserves framework is to maintain reserves on an ongoing basis at levels that would obviate the need for open market operations to address pressures in funding markets in all but exceptional circumstances.,Neutral,0.739535511,exceptional circumstances.,1,Positive,0.989790618
"Total nonfarm payroll employment expanded at a slower pace in September than in the previous two months, but the average pace for the third quarter was similar to that for the first half of the year.",Neutral,0.78847599,the average pace for the third quarter was similar to that for the first half of the year.,1,Neutral,0.999999404
"The unemployment rates for Asians, Hispanics, and whites each moved lower in September, but the rate for African Americans was unchanged; the unemployment rate for each group was below its level at the end of the previous economic expansion, though persistent differentials between these rates remained.",Neutral,0.776543558,"the rate for African Americans was unchanged; the unemployment rate for each group was below its level at the end of the previous economic expansion, though persistent differentials between these rates remained.",1,Neutral,0.990673959
"The rate of private-sector job openings declined in August, and the rate of quits also edged down, but both readings were still at relatively elevated levels.",Negative,0.995756805,both readings were still at relatively elevated levels.,1,Neutral,0.980827332
"Staff Review of the Financial SituationInvestor sentiment weakened over the early part of the intermeeting period, reflecting a few weaker-than-expected domestic data releases, but later strengthened on increased optimism regarding ongoing trade negotiations between the United States and China and positive Brexit news.",Negative,0.999546826,later strengthened on increased optimism regarding ongoing trade negotiations between the United States and China and positive Brexit news.,1,Positive,0.999999642
"Incoming data early in the intermeeting period¡ªparticularly the disappointing readings on business activity¡ªprompted a decline in the market-implied path for the policy rate, but that decline was later partly reversed as market participants apparently grew more optimistic on the prospects for a U.S.¨CChina trade deal and Brexit negotiations.",Negative,0.99214077,that decline was later partly reversed as market participants apparently grew more optimistic on the prospects for a U.S.¨CChina trade deal and Brexit negotiations.,1,Positive,0.99978739
Yields on nominal U.S. Treasury securities moved down in the early part of the intermeeting period but later retraced their declines.,Negative,0.985785306,later retraced their declines.,1,Negative,0.987862706
"Broad stock price indexes fell by as much as 4 percent during the first half of the intermeeting period but recovered afterward, ending the period roughly unchanged.",Neutral,0.819435835,"recovered afterward, ending the period roughly unchanged.",1,Neutral,0.999992847
Gross issuance of institutional leveraged loans remained solid but slightly below 2019 monthly averages.,Positive,0.999940038,slightly below 2019 monthly averages.,1,Negative,0.870258868
Gross equity issuance through both initial and seasoned offerings picked up to a strong pace in September but moderated in October.,Positive,0.99999392,moderated in October.,1,Negative,0.696122289
The credit quality of nonfinancial corporations deteriorated slightly in recent months but remained solid on balance.,Positive,0.994581521,remained solid on balance.,1,Positive,0.999999762
"Appetite for risk in the leveraged loan market remained elevated, but less so than last year, especially for lower-rated loans.",Negative,0.826831818,"less so than last year, especially for lower-rated loans.",1,Neutral,0.779274225
"Uncertainties associated with trade tensions as well as geopolitical risks had eased somewhat, though they remained elevated.",Negative,0.923357606,Uncertainties associated with trade tensions as well as geopolitical risks had eased somewhat,1,Negative,0.954696596
"While survey-based measures of longer-term inflation expectations were generally little changed, some measures of households' inflation expectations had moved down to historically low levels.",Negative,0.890544832,some measures of households' inflation expectations had moved down to historically low levels.,1,Negative,0.999733388
"Some risks were seen to have eased a bit, although they remained elevated.",Negative,0.952631354,Some risks were seen to have eased a bit,1,Negative,0.998771608
"Although household spending has been rising at a strong pace, business fixed investment and exports remain weak.",Negative,0.999993324,business fixed investment and exports remain weak.,1,Negative,0.999997377
"This action supports the Committee's view that sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective are the most likely outcomes, but uncertainties about this outlook remain.",Positive,0.999961376,uncertainties about this outlook remain.,1,Negative,0.999922514
"While these purchases accumulated, the Desk continued to conduct regular repurchase agreement (repo) operations in order to maintain reserves at or above the level that prevailed in early September.",Neutral,0.988346398,the Desk continued to conduct regular repurchase agreement (repo) operations in order to maintain reserves at or above the level that prevailed in early September.,1,Neutral,0.990442336
"Money market rates are often volatile around year-end, and Federal Reserve operations are not intended to eliminate all year-end pressures but rather to ensure that reserve supply remains ample and to mitigate the risk that such pressures could adversely affect the implementation of monetary policy.",Neutral,0.933392346,rather to ensure that reserve supply remains ample and to mitigate the risk that such pressures could adversely affect the implementation of monetary policy.,1,Negative,0.592531323
"The unemployment rate ticked up in October but then moved back down to its 50-year low of 3.5 percent in November; the labor force participation rate and the employment-to-population ratio held steady, on balance, over those two months.",Positive,0.963363051,"then moved back down to its 50-year low of 3.5 percent in November; the labor force participation rate and the employment-to-population ratio held steady, on balance, over those two months.",1,Positive,0.751934528
"The unemployment rates for African Americans, Asians, Hispanics, and whites were little changed, on net, over the past two months; the unemployment rate for each group was below its level at the end of the previous economic expansion, though persistent differentials between these rates remained.",Negative,0.821534574,"The unemployment rates for African Americans Asians Hispanics, and whites were little changed, on net, over the past two months; the unemployment rate for each group was below its level at the end of the previous economic expansion",1,Negative,0.94797802
"Both the rate of private-sector job openings and the rate of quits edged down in September, but these readings were still at fairly elevated levels.",Negative,0.96105355,these readings were still at fairly elevated levels.,1,Neutral,0.950669408
"Forward rates implied by overnight index swap quotes declined slightly, on net, and implied about a 25 basis point decline in the federal funds rate by the end of 2020.Nominal Treasury yields fluctuated over the intermeeting period but, on net, the Treasury curve was little changed.",Neutral,0.991386652,", on net, the Treasury curve was little changed.",1,Neutral,0.98061496
Option-implied volatility on the S&P 500 index increased modestly but remained near the low end of its historical distribution.,Neutral,0.993844628,remained near the low end of its historical distribution.,1,Neutral,0.562210143
"Political unrest in Hong Kong and Latin America garnered some financial market attention and led to a weakening of some Latin American currencies, notably the Chilean peso, but the imprint on broader financial markets was limited.",Negative,0.999961615,the imprint on broader financial markets was limited.,1,Neutral,0.978999257
"Meanwhile, commercial and industrial loans held by banks contracted in October but increased modestly in November.",Negative,0.770893931,increased modestly in November.,1,Neutral,0.758029699
The credit quality of nonfinancial corporations deteriorated slightly in recent months but remained solid overall.,Positive,0.990528643,remained solid overall.,1,Positive,1
Commercial mortgage-backed securities (CMBS) spreads widened slightly over the intermeeting period but remained near the low end of their post-crisis range.,Neutral,0.569030941,remained near the low end of their post-crisis range.,1,Neutral,0.89488095
"The staff viewed the downside risks to economic activity as having eased a bit since the previous forecast but still judged that the risks to the forecast for real GDP growth were tilted to the downside, with a corresponding skew to the upside for the unemployment rate.",Negative,0.943761051,"still judged that the risks to the forecast for real GDP growth were tilted to the downside, with a corresponding skew to the upside for the unemployment rate.",1,Negative,0.81252116
"While many saw the risks as tilted somewhat to the downside, some risks were seen to have eased over recent months.",Negative,0.82300365,some risks were seen to have eased over recent months.,1,Negative,0.995929778
"While inflation is inherently variable, the Committee then could emphasize its intention for inflation to be centered on the 2 percent objective.",Neutral,0.999987006,the Committee then could emphasize its intention for inflation to be centered on the 2 percent objective.,1,Neutral,0.999993682
